datetime,ltc,ds
2021-08-11 14:00:00,173.33,2021-08-11 14:00:00
2021-08-11 15:00:00,172.36,2021-08-11 15:00:00
2021-08-11 16:00:00,173.43,2021-08-11 16:00:00
2021-08-11 17:00:00,174.63,2021-08-11 17:00:00
2021-08-11 18:00:00,173.57,2021-08-11 18:00:00
2021-08-11 19:00:00,174.3,2021-08-11 19:00:00
2021-08-11 20:00:00,174.46,2021-08-11 20:00:00
2021-08-11 21:00:00,172.79,2021-08-11 21:00:00
2021-08-11 22:00:00,170.21,2021-08-11 22:00:00
2021-08-11 23:00:00,170.72,2021-08-11 23:00:00
2021-08-12 00:00:00,176.22,2021-08-12 00:00:00
2021-08-12 01:00:00,178.48,2021-08-12 01:00:00
2021-08-12 02:00:00,178.74,2021-08-12 02:00:00
2021-08-12 03:00:00,175.12,2021-08-12 03:00:00
2021-08-12 04:00:00,172.34,2021-08-12 04:00:00
2021-08-12 05:00:00,170.36,2021-08-12 05:00:00
2021-08-12 06:00:00,169.98,2021-08-12 06:00:00
2021-08-12 07:00:00,170.25,2021-08-12 07:00:00
2021-08-12 08:00:00,169.85,2021-08-12 08:00:00
2021-08-12 09:00:00,171.1,2021-08-12 09:00:00
2021-08-12 10:00:00,171.59,2021-08-12 10:00:00
2021-08-12 11:00:00,168.3,2021-08-12 11:00:00
2021-08-12 12:00:00,166.86,2021-08-12 12:00:00
2021-08-12 13:00:00,166.66,2021-08-12 13:00:00
2021-08-12 14:00:00,161.92,2021-08-12 14:00:00
2021-08-12 15:00:00,163.3,2021-08-12 15:00:00
2021-08-12 16:00:00,163.42,2021-08-12 16:00:00
2021-08-12 17:00:00,163.98,2021-08-12 17:00:00
2021-08-12 18:00:00,166.33,2021-08-12 18:00:00
2021-08-12 19:00:00,165.66,2021-08-12 19:00:00
2021-08-12 20:00:00,166.16,2021-08-12 20:00:00
2021-08-12 21:00:00,164.95,2021-08-12 21:00:00
2021-08-12 22:00:00,162.58,2021-08-12 22:00:00
2021-08-12 23:00:00,165.46,2021-08-12 23:00:00
2021-08-13 00:00:00,167.5,2021-08-13 00:00:00
2021-08-13 01:00:00,167.92,2021-08-13 01:00:00
2021-08-13 02:00:00,169.12,2021-08-13 02:00:00
2021-08-13 03:00:00,168.41,2021-08-13 03:00:00
2021-08-13 04:00:00,169.78,2021-08-13 04:00:00
2021-08-13 05:00:00,170.26,2021-08-13 05:00:00
2021-08-13 06:00:00,175.0,2021-08-13 06:00:00
2021-08-13 07:00:00,176.82,2021-08-13 07:00:00
2021-08-13 08:00:00,181.06,2021-08-13 08:00:00
2021-08-13 09:00:00,181.34,2021-08-13 09:00:00
2021-08-13 10:00:00,181.58,2021-08-13 10:00:00
2021-08-13 11:00:00,179.16,2021-08-13 11:00:00
2021-08-13 12:00:00,181.67,2021-08-13 12:00:00
2021-08-13 13:00:00,180.37,2021-08-13 13:00:00
2021-08-13 14:00:00,179.25,2021-08-13 14:00:00
2021-08-13 15:00:00,175.83,2021-08-13 15:00:00
2021-08-13 16:00:00,177.77,2021-08-13 16:00:00
2021-08-13 17:00:00,177.6,2021-08-13 17:00:00
2021-08-13 18:00:00,176.84,2021-08-13 18:00:00
2021-08-13 19:00:00,176.32,2021-08-13 19:00:00
2021-08-13 20:00:00,181.28,2021-08-13 20:00:00
2021-08-13 21:00:00,181.19,2021-08-13 21:00:00
2021-08-13 22:00:00,181.18,2021-08-13 22:00:00
2021-08-13 23:00:00,183.34,2021-08-13 23:00:00
2021-08-14 00:00:00,182.93,2021-08-14 00:00:00
2021-08-14 01:00:00,182.69,2021-08-14 01:00:00
2021-08-14 02:00:00,182.18,2021-08-14 02:00:00
2021-08-14 03:00:00,179.25,2021-08-14 03:00:00
2021-08-14 04:00:00,179.02,2021-08-14 04:00:00
2021-08-14 05:00:00,180.77,2021-08-14 05:00:00
2021-08-14 06:00:00,182.21,2021-08-14 06:00:00
2021-08-14 07:00:00,182.77,2021-08-14 07:00:00
2021-08-14 08:00:00,182.75,2021-08-14 08:00:00
2021-08-14 09:00:00,177.72,2021-08-14 09:00:00
2021-08-14 10:00:00,176.15,2021-08-14 10:00:00
2021-08-14 11:00:00,178.75,2021-08-14 11:00:00
2021-08-14 12:00:00,177.39,2021-08-14 12:00:00
2021-08-14 13:00:00,179.31,2021-08-14 13:00:00
2021-08-14 14:00:00,182.66,2021-08-14 14:00:00
2021-08-14 15:00:00,182.2,2021-08-14 15:00:00
2021-08-14 16:00:00,181.57,2021-08-14 16:00:00
2021-08-14 17:00:00,181.14,2021-08-14 17:00:00
2021-08-14 18:00:00,181.25,2021-08-14 18:00:00
2021-08-14 19:00:00,181.37,2021-08-14 19:00:00
2021-08-14 20:00:00,178.88,2021-08-14 20:00:00
2021-08-14 21:00:00,181.43,2021-08-14 21:00:00
2021-08-14 22:00:00,180.36,2021-08-14 22:00:00
2021-08-14 23:00:00,183.05,2021-08-14 23:00:00
2021-08-15 00:00:00,186.56,2021-08-15 00:00:00
2021-08-15 01:00:00,183.44,2021-08-15 01:00:00
2021-08-15 02:00:00,185.15,2021-08-15 02:00:00
2021-08-15 03:00:00,182.91,2021-08-15 03:00:00
2021-08-15 04:00:00,181.28,2021-08-15 04:00:00
2021-08-15 05:00:00,181.22,2021-08-15 05:00:00
2021-08-15 06:00:00,180.1,2021-08-15 06:00:00
2021-08-15 07:00:00,177.57,2021-08-15 07:00:00
2021-08-15 08:00:00,177.99,2021-08-15 08:00:00
2021-08-15 09:00:00,179.92,2021-08-15 09:00:00
2021-08-15 10:00:00,178.23,2021-08-15 10:00:00
2021-08-15 11:00:00,179.68,2021-08-15 11:00:00
2021-08-15 12:00:00,177.64,2021-08-15 12:00:00
2021-08-15 13:00:00,178.36,2021-08-15 13:00:00
2021-08-15 14:00:00,178.81,2021-08-15 14:00:00
2021-08-15 15:00:00,180.48,2021-08-15 15:00:00
2021-08-15 16:00:00,179.07,2021-08-15 16:00:00
2021-08-15 17:00:00,180.54,2021-08-15 17:00:00
2021-08-15 18:00:00,181.31,2021-08-15 18:00:00
2021-08-15 19:00:00,182.44,2021-08-15 19:00:00
2021-08-15 20:00:00,183.38,2021-08-15 20:00:00
2021-08-15 21:00:00,183.47,2021-08-15 21:00:00
2021-08-15 22:00:00,185.85,2021-08-15 22:00:00
2021-08-15 23:00:00,184.95,2021-08-15 23:00:00
2021-08-16 00:00:00,186.37,2021-08-16 00:00:00
2021-08-16 01:00:00,186.8,2021-08-16 01:00:00
2021-08-16 02:00:00,186.91,2021-08-16 02:00:00
2021-08-16 03:00:00,183.8,2021-08-16 03:00:00
2021-08-16 04:00:00,185.65,2021-08-16 04:00:00
2021-08-16 05:00:00,186.76,2021-08-16 05:00:00
2021-08-16 06:00:00,186.55,2021-08-16 06:00:00
2021-08-16 07:00:00,185.39,2021-08-16 07:00:00
2021-08-16 08:00:00,185.3,2021-08-16 08:00:00
2021-08-16 09:00:00,185.72,2021-08-16 09:00:00
2021-08-16 10:00:00,187.42,2021-08-16 10:00:00
2021-08-16 11:00:00,187.4,2021-08-16 11:00:00
2021-08-16 12:00:00,185.82,2021-08-16 12:00:00
2021-08-16 13:00:00,181.5,2021-08-16 13:00:00
2021-08-16 14:00:00,180.25,2021-08-16 14:00:00
2021-08-16 15:00:00,182.27,2021-08-16 15:00:00
2021-08-16 16:00:00,184.01,2021-08-16 16:00:00
2021-08-16 17:00:00,183.74,2021-08-16 17:00:00
2021-08-16 18:00:00,183.91,2021-08-16 18:00:00
2021-08-16 19:00:00,180.38,2021-08-16 19:00:00
2021-08-16 20:00:00,180.02,2021-08-16 20:00:00
2021-08-16 21:00:00,180.11,2021-08-16 21:00:00
2021-08-16 22:00:00,180.97,2021-08-16 22:00:00
2021-08-16 23:00:00,179.13,2021-08-16 23:00:00
2021-08-17 00:00:00,176.09,2021-08-17 00:00:00
2021-08-17 01:00:00,180.17,2021-08-17 01:00:00
2021-08-17 02:00:00,180.52,2021-08-17 02:00:00
2021-08-17 03:00:00,181.6,2021-08-17 03:00:00
2021-08-17 04:00:00,181.88,2021-08-17 04:00:00
2021-08-17 05:00:00,179.08,2021-08-17 05:00:00
2021-08-17 06:00:00,178.15,2021-08-17 06:00:00
2021-08-17 07:00:00,179.75,2021-08-17 07:00:00
2021-08-17 08:00:00,180.3,2021-08-17 08:00:00
2021-08-17 09:00:00,183.35,2021-08-17 09:00:00
2021-08-17 10:00:00,181.89,2021-08-17 10:00:00
2021-08-17 11:00:00,182.78,2021-08-17 11:00:00
2021-08-17 12:00:00,181.87,2021-08-17 12:00:00
2021-08-17 13:00:00,180.66,2021-08-17 13:00:00
2021-08-17 14:00:00,178.32,2021-08-17 14:00:00
2021-08-17 15:00:00,176.77,2021-08-17 15:00:00
2021-08-17 16:00:00,175.98,2021-08-17 16:00:00
2021-08-17 17:00:00,177.33,2021-08-17 17:00:00
2021-08-17 18:00:00,177.21,2021-08-17 18:00:00
2021-08-17 19:00:00,175.7,2021-08-17 19:00:00
2021-08-17 20:00:00,173.17,2021-08-17 20:00:00
2021-08-17 21:00:00,170.62,2021-08-17 21:00:00
2021-08-17 22:00:00,171.89,2021-08-17 22:00:00
2021-08-17 23:00:00,168.55,2021-08-17 23:00:00
2021-08-18 00:00:00,167.6,2021-08-18 00:00:00
2021-08-18 01:00:00,168.04,2021-08-18 01:00:00
2021-08-18 02:00:00,167.82,2021-08-18 02:00:00
2021-08-18 03:00:00,168.85,2021-08-18 03:00:00
2021-08-18 04:00:00,168.32,2021-08-18 04:00:00
2021-08-18 05:00:00,171.21,2021-08-18 05:00:00
2021-08-18 06:00:00,170.64,2021-08-18 06:00:00
2021-08-18 07:00:00,168.79,2021-08-18 07:00:00
2021-08-18 08:00:00,169.91,2021-08-18 08:00:00
2021-08-18 09:00:00,170.48,2021-08-18 09:00:00
2021-08-18 10:00:00,168.98,2021-08-18 10:00:00
2021-08-18 11:00:00,166.24,2021-08-18 11:00:00
2021-08-18 12:00:00,169.15,2021-08-18 12:00:00
2021-08-18 13:00:00,169.78,2021-08-18 13:00:00
2021-08-18 14:00:00,170.54,2021-08-18 14:00:00
2021-08-18 15:00:00,173.7,2021-08-18 15:00:00
2021-08-18 16:00:00,174.0,2021-08-18 16:00:00
2021-08-18 17:00:00,173.54,2021-08-18 17:00:00
2021-08-18 18:00:00,171.21,2021-08-18 18:00:00
2021-08-18 19:00:00,167.81,2021-08-18 19:00:00
2021-08-18 20:00:00,165.4,2021-08-18 20:00:00
2021-08-18 21:00:00,165.72,2021-08-18 21:00:00
2021-08-18 22:00:00,168.22,2021-08-18 22:00:00
2021-08-18 23:00:00,166.69,2021-08-18 23:00:00
2021-08-19 00:00:00,169.4,2021-08-19 00:00:00
2021-08-19 01:00:00,168.19,2021-08-19 01:00:00
2021-08-19 02:00:00,167.1,2021-08-19 02:00:00
2021-08-19 03:00:00,165.31,2021-08-19 03:00:00
2021-08-19 04:00:00,165.77,2021-08-19 04:00:00
2021-08-19 05:00:00,167.39,2021-08-19 05:00:00
2021-08-19 06:00:00,166.16,2021-08-19 06:00:00
2021-08-19 07:00:00,165.74,2021-08-19 07:00:00
2021-08-19 08:00:00,167.23,2021-08-19 08:00:00
2021-08-19 09:00:00,167.3,2021-08-19 09:00:00
2021-08-19 10:00:00,164.34,2021-08-19 10:00:00
2021-08-19 11:00:00,163.48,2021-08-19 11:00:00
2021-08-19 12:00:00,165.54,2021-08-19 12:00:00
2021-08-19 13:00:00,167.18,2021-08-19 13:00:00
2021-08-19 14:00:00,169.21,2021-08-19 14:00:00
2021-08-19 15:00:00,170.97,2021-08-19 15:00:00
2021-08-19 16:00:00,169.57,2021-08-19 16:00:00
2021-08-19 17:00:00,170.83,2021-08-19 17:00:00
2021-08-19 18:00:00,174.48,2021-08-19 18:00:00
2021-08-19 19:00:00,174.25,2021-08-19 19:00:00
2021-08-19 20:00:00,174.0,2021-08-19 20:00:00
2021-08-19 21:00:00,174.2,2021-08-19 21:00:00
2021-08-19 22:00:00,174.86,2021-08-19 22:00:00
2021-08-19 23:00:00,175.64,2021-08-19 23:00:00
2021-08-20 00:00:00,176.25,2021-08-20 00:00:00
2021-08-20 01:00:00,176.61,2021-08-20 01:00:00
2021-08-20 02:00:00,176.24,2021-08-20 02:00:00
2021-08-20 03:00:00,175.85,2021-08-20 03:00:00
2021-08-20 04:00:00,175.91,2021-08-20 04:00:00
2021-08-20 05:00:00,176.66,2021-08-20 05:00:00
2021-08-20 06:00:00,176.64,2021-08-20 06:00:00
2021-08-20 07:00:00,175.14,2021-08-20 07:00:00
2021-08-20 08:00:00,175.28,2021-08-20 08:00:00
2021-08-20 09:00:00,176.45,2021-08-20 09:00:00
2021-08-20 10:00:00,177.36,2021-08-20 10:00:00
2021-08-20 11:00:00,175.87,2021-08-20 11:00:00
2021-08-20 12:00:00,178.62,2021-08-20 12:00:00
2021-08-20 13:00:00,180.94,2021-08-20 13:00:00
2021-08-20 14:00:00,182.52,2021-08-20 14:00:00
2021-08-20 15:00:00,182.99,2021-08-20 15:00:00
2021-08-20 16:00:00,181.84,2021-08-20 16:00:00
2021-08-20 17:00:00,181.78,2021-08-20 17:00:00
2021-08-20 18:00:00,180.46,2021-08-20 18:00:00
2021-08-20 19:00:00,180.82,2021-08-20 19:00:00
2021-08-20 20:00:00,180.88,2021-08-20 20:00:00
2021-08-20 21:00:00,182.65,2021-08-20 21:00:00
2021-08-20 22:00:00,182.24,2021-08-20 22:00:00
2021-08-20 23:00:00,183.71,2021-08-20 23:00:00
2021-08-21 00:00:00,180.67,2021-08-21 00:00:00
2021-08-21 01:00:00,181.68,2021-08-21 01:00:00
2021-08-21 02:00:00,182.26,2021-08-21 02:00:00
2021-08-21 03:00:00,182.41,2021-08-21 03:00:00
2021-08-21 04:00:00,182.14,2021-08-21 04:00:00
2021-08-21 05:00:00,182.25,2021-08-21 05:00:00
2021-08-21 06:00:00,181.41,2021-08-21 06:00:00
2021-08-21 07:00:00,183.04,2021-08-21 07:00:00
2021-08-21 08:00:00,182.37,2021-08-21 08:00:00
2021-08-21 09:00:00,182.31,2021-08-21 09:00:00
2021-08-21 10:00:00,183.69,2021-08-21 10:00:00
2021-08-21 11:00:00,179.92,2021-08-21 11:00:00
2021-08-21 12:00:00,182.38,2021-08-21 12:00:00
2021-08-21 13:00:00,182.23,2021-08-21 13:00:00
2021-08-21 14:00:00,180.96,2021-08-21 14:00:00
2021-08-21 15:00:00,182.22,2021-08-21 15:00:00
2021-08-21 16:00:00,182.71,2021-08-21 16:00:00
2021-08-21 17:00:00,180.96,2021-08-21 17:00:00
2021-08-21 18:00:00,179.37,2021-08-21 18:00:00
2021-08-21 19:00:00,177.25,2021-08-21 19:00:00
2021-08-21 20:00:00,178.26,2021-08-21 20:00:00
2021-08-21 21:00:00,179.74,2021-08-21 21:00:00
2021-08-21 22:00:00,181.91,2021-08-21 22:00:00
2021-08-21 23:00:00,179.76,2021-08-21 23:00:00
2021-08-22 00:00:00,183.31,2021-08-22 00:00:00
2021-08-22 01:00:00,182.59,2021-08-22 01:00:00
2021-08-22 02:00:00,182.44,2021-08-22 02:00:00
2021-08-22 03:00:00,182.63,2021-08-22 03:00:00
2021-08-22 04:00:00,188.18,2021-08-22 04:00:00
2021-08-22 05:00:00,188.27,2021-08-22 05:00:00
2021-08-22 06:00:00,188.54,2021-08-22 06:00:00
2021-08-22 07:00:00,188.57,2021-08-22 07:00:00
2021-08-22 08:00:00,187.74,2021-08-22 08:00:00
2021-08-22 09:00:00,189.2,2021-08-22 09:00:00
2021-08-22 10:00:00,187.46,2021-08-22 10:00:00
2021-08-22 11:00:00,188.15,2021-08-22 11:00:00
2021-08-22 12:00:00,186.12,2021-08-22 12:00:00
2021-08-22 13:00:00,185.8,2021-08-22 13:00:00
2021-08-22 14:00:00,180.0,2021-08-22 14:00:00
2021-08-22 15:00:00,182.3,2021-08-22 15:00:00
2021-08-22 16:00:00,182.19,2021-08-22 16:00:00
2021-08-22 17:00:00,181.81,2021-08-22 17:00:00
2021-08-22 18:00:00,180.81,2021-08-22 18:00:00
2021-08-22 19:00:00,181.06,2021-08-22 19:00:00
2021-08-22 20:00:00,179.32,2021-08-22 20:00:00
2021-08-22 21:00:00,181.34,2021-08-22 21:00:00
2021-08-22 22:00:00,183.5,2021-08-22 22:00:00
2021-08-22 23:00:00,186.01,2021-08-22 23:00:00
2021-08-23 00:00:00,186.38,2021-08-23 00:00:00
2021-08-23 01:00:00,188.07,2021-08-23 01:00:00
2021-08-23 02:00:00,189.61,2021-08-23 02:00:00
2021-08-23 03:00:00,188.83,2021-08-23 03:00:00
2021-08-23 04:00:00,189.3,2021-08-23 04:00:00
2021-08-23 05:00:00,188.89,2021-08-23 05:00:00
2021-08-23 06:00:00,187.98,2021-08-23 06:00:00
2021-08-23 07:00:00,187.9,2021-08-23 07:00:00
2021-08-23 08:00:00,189.56,2021-08-23 08:00:00
2021-08-23 09:00:00,190.16,2021-08-23 09:00:00
2021-08-23 10:00:00,189.39,2021-08-23 10:00:00
2021-08-23 11:00:00,190.34,2021-08-23 11:00:00
2021-08-23 12:00:00,190.13,2021-08-23 12:00:00
2021-08-23 13:00:00,188.81,2021-08-23 13:00:00
2021-08-23 14:00:00,186.66,2021-08-23 14:00:00
2021-08-23 15:00:00,186.42,2021-08-23 15:00:00
2021-08-23 16:00:00,188.45,2021-08-23 16:00:00
2021-08-23 17:00:00,186.87,2021-08-23 17:00:00
2021-08-23 18:00:00,186.67,2021-08-23 18:00:00
2021-08-23 19:00:00,185.5,2021-08-23 19:00:00
2021-08-23 20:00:00,186.17,2021-08-23 20:00:00
2021-08-23 21:00:00,186.54,2021-08-23 21:00:00
2021-08-23 22:00:00,186.94,2021-08-23 22:00:00
2021-08-23 23:00:00,187.11,2021-08-23 23:00:00
2021-08-24 00:00:00,185.14,2021-08-24 00:00:00
2021-08-24 01:00:00,183.75,2021-08-24 01:00:00
2021-08-24 02:00:00,184.53,2021-08-24 02:00:00
2021-08-24 03:00:00,185.25,2021-08-24 03:00:00
2021-08-24 04:00:00,186.23,2021-08-24 04:00:00
2021-08-24 05:00:00,186.28,2021-08-24 05:00:00
2021-08-24 06:00:00,187.34,2021-08-24 06:00:00
2021-08-24 07:00:00,187.7,2021-08-24 07:00:00
2021-08-24 08:00:00,186.97,2021-08-24 08:00:00
2021-08-24 09:00:00,187.16,2021-08-24 09:00:00
2021-08-24 10:00:00,185.53,2021-08-24 10:00:00
2021-08-24 11:00:00,186.04,2021-08-24 11:00:00
2021-08-24 12:00:00,184.84,2021-08-24 12:00:00
2021-08-24 13:00:00,181.47,2021-08-24 13:00:00
2021-08-24 14:00:00,180.18,2021-08-24 14:00:00
2021-08-24 15:00:00,176.89,2021-08-24 15:00:00
2021-08-24 16:00:00,174.01,2021-08-24 16:00:00
2021-08-24 17:00:00,175.46,2021-08-24 17:00:00
2021-08-24 18:00:00,175.45,2021-08-24 18:00:00
2021-08-24 19:00:00,176.32,2021-08-24 19:00:00
2021-08-24 20:00:00,176.7,2021-08-24 20:00:00
2021-08-24 21:00:00,175.05,2021-08-24 21:00:00
2021-08-24 22:00:00,177.72,2021-08-24 22:00:00
2021-08-24 23:00:00,173.74,2021-08-24 23:00:00
2021-08-25 00:00:00,176.31,2021-08-25 00:00:00
2021-08-25 01:00:00,176.22,2021-08-25 01:00:00
2021-08-25 02:00:00,177.07,2021-08-25 02:00:00
2021-08-25 03:00:00,174.0,2021-08-25 03:00:00
2021-08-25 04:00:00,173.75,2021-08-25 04:00:00
2021-08-25 05:00:00,177.83,2021-08-25 05:00:00
2021-08-25 06:00:00,177.45,2021-08-25 06:00:00
2021-08-25 07:00:00,175.76,2021-08-25 07:00:00
2021-08-25 08:00:00,170.5,2021-08-25 08:00:00
2021-08-25 09:00:00,170.43,2021-08-25 09:00:00
2021-08-25 10:00:00,172.03,2021-08-25 10:00:00
2021-08-25 11:00:00,172.58,2021-08-25 11:00:00
2021-08-25 12:00:00,174.28,2021-08-25 12:00:00
2021-08-25 13:00:00,173.52,2021-08-25 13:00:00
2021-08-25 14:00:00,176.66,2021-08-25 14:00:00
2021-08-25 15:00:00,178.27,2021-08-25 15:00:00
2021-08-25 16:00:00,177.78,2021-08-25 16:00:00
2021-08-25 17:00:00,177.52,2021-08-25 17:00:00
2021-08-25 18:00:00,178.11,2021-08-25 18:00:00
2021-08-25 19:00:00,177.43,2021-08-25 19:00:00
2021-08-25 20:00:00,176.99,2021-08-25 20:00:00
2021-08-25 21:00:00,177.97,2021-08-25 21:00:00
2021-08-25 22:00:00,177.32,2021-08-25 22:00:00
2021-08-25 23:00:00,178.04,2021-08-25 23:00:00
2021-08-26 00:00:00,179.6,2021-08-26 00:00:00
2021-08-26 01:00:00,176.46,2021-08-26 01:00:00
2021-08-26 02:00:00,176.98,2021-08-26 02:00:00
2021-08-26 03:00:00,171.67,2021-08-26 03:00:00
2021-08-26 04:00:00,172.0,2021-08-26 04:00:00
2021-08-26 05:00:00,170.57,2021-08-26 05:00:00
2021-08-26 06:00:00,170.18,2021-08-26 06:00:00
2021-08-26 07:00:00,169.51,2021-08-26 07:00:00
2021-08-26 08:00:00,171.13,2021-08-26 08:00:00
2021-08-26 09:00:00,169.39,2021-08-26 09:00:00
2021-08-26 10:00:00,170.77,2021-08-26 10:00:00
2021-08-26 11:00:00,169.57,2021-08-26 11:00:00
2021-08-26 12:00:00,169.7,2021-08-26 12:00:00
2021-08-26 13:00:00,171.49,2021-08-26 13:00:00
2021-08-26 14:00:00,169.36,2021-08-26 14:00:00
2021-08-26 15:00:00,168.2,2021-08-26 15:00:00
2021-08-26 16:00:00,167.96,2021-08-26 16:00:00
2021-08-26 17:00:00,168.94,2021-08-26 17:00:00
2021-08-26 18:00:00,168.81,2021-08-26 18:00:00
2021-08-26 19:00:00,168.34,2021-08-26 19:00:00
2021-08-26 20:00:00,169.98,2021-08-26 20:00:00
2021-08-26 21:00:00,169.92,2021-08-26 21:00:00
2021-08-26 22:00:00,170.22,2021-08-26 22:00:00
2021-08-26 23:00:00,167.53,2021-08-26 23:00:00
2021-08-27 00:00:00,169.06,2021-08-27 00:00:00
2021-08-27 01:00:00,169.87,2021-08-27 01:00:00
2021-08-27 02:00:00,169.02,2021-08-27 02:00:00
2021-08-27 03:00:00,167.61,2021-08-27 03:00:00
2021-08-27 04:00:00,166.92,2021-08-27 04:00:00
2021-08-27 05:00:00,168.05,2021-08-27 05:00:00
2021-08-27 06:00:00,169.07,2021-08-27 06:00:00
2021-08-27 07:00:00,169.84,2021-08-27 07:00:00
2021-08-27 08:00:00,168.95,2021-08-27 08:00:00
2021-08-27 09:00:00,168.65,2021-08-27 09:00:00
2021-08-27 10:00:00,168.99,2021-08-27 10:00:00
2021-08-27 11:00:00,170.56,2021-08-27 11:00:00
2021-08-27 12:00:00,170.0,2021-08-27 12:00:00
2021-08-27 13:00:00,169.37,2021-08-27 13:00:00
2021-08-27 14:00:00,173.95,2021-08-27 14:00:00
2021-08-27 15:00:00,174.22,2021-08-27 15:00:00
2021-08-27 16:00:00,173.96,2021-08-27 16:00:00
2021-08-27 17:00:00,174.13,2021-08-27 17:00:00
2021-08-27 18:00:00,174.01,2021-08-27 18:00:00
2021-08-27 19:00:00,173.02,2021-08-27 19:00:00
2021-08-27 20:00:00,174.97,2021-08-27 20:00:00
2021-08-27 21:00:00,175.77,2021-08-27 21:00:00
2021-08-27 22:00:00,175.62,2021-08-27 22:00:00
2021-08-27 23:00:00,176.32,2021-08-27 23:00:00
2021-08-28 00:00:00,175.77,2021-08-28 00:00:00
2021-08-28 01:00:00,175.3,2021-08-28 01:00:00
2021-08-28 02:00:00,174.84,2021-08-28 02:00:00
2021-08-28 03:00:00,174.12,2021-08-28 03:00:00
2021-08-28 04:00:00,174.32,2021-08-28 04:00:00
2021-08-28 05:00:00,173.93,2021-08-28 05:00:00
2021-08-28 06:00:00,175.54,2021-08-28 06:00:00
2021-08-28 07:00:00,174.5,2021-08-28 07:00:00
2021-08-28 08:00:00,174.32,2021-08-28 08:00:00
2021-08-28 09:00:00,174.76,2021-08-28 09:00:00
2021-08-28 10:00:00,173.53,2021-08-28 10:00:00
2021-08-28 11:00:00,172.9,2021-08-28 11:00:00
2021-08-28 12:00:00,174.55,2021-08-28 12:00:00
2021-08-28 13:00:00,173.34,2021-08-28 13:00:00
2021-08-28 14:00:00,172.37,2021-08-28 14:00:00
2021-08-28 15:00:00,173.15,2021-08-28 15:00:00
2021-08-28 16:00:00,173.98,2021-08-28 16:00:00
2021-08-28 17:00:00,173.91,2021-08-28 17:00:00
2021-08-28 18:00:00,172.5,2021-08-28 18:00:00
2021-08-28 19:00:00,172.06,2021-08-28 19:00:00
2021-08-28 20:00:00,172.68,2021-08-28 20:00:00
2021-08-28 21:00:00,173.59,2021-08-28 21:00:00
2021-08-28 22:00:00,175.39,2021-08-28 22:00:00
2021-08-28 23:00:00,175.67,2021-08-28 23:00:00
2021-08-29 00:00:00,180.13,2021-08-29 00:00:00
2021-08-29 01:00:00,181.84,2021-08-29 01:00:00
2021-08-29 02:00:00,178.29,2021-08-29 02:00:00
2021-08-29 03:00:00,176.56,2021-08-29 03:00:00
2021-08-29 04:00:00,176.95,2021-08-29 04:00:00
2021-08-29 05:00:00,177.55,2021-08-29 05:00:00
2021-08-29 06:00:00,178.54,2021-08-29 06:00:00
2021-08-29 07:00:00,179.02,2021-08-29 07:00:00
2021-08-29 08:00:00,179.08,2021-08-29 08:00:00
2021-08-29 09:00:00,178.86,2021-08-29 09:00:00
2021-08-29 10:00:00,178.51,2021-08-29 10:00:00
2021-08-29 11:00:00,175.93,2021-08-29 11:00:00
2021-08-29 12:00:00,177.29,2021-08-29 12:00:00
2021-08-29 13:00:00,176.46,2021-08-29 13:00:00
2021-08-29 14:00:00,174.2,2021-08-29 14:00:00
2021-08-29 15:00:00,174.51,2021-08-29 15:00:00
2021-08-29 16:00:00,175.41,2021-08-29 16:00:00
2021-08-29 17:00:00,174.72,2021-08-29 17:00:00
2021-08-29 18:00:00,174.89,2021-08-29 18:00:00
2021-08-29 19:00:00,175.36,2021-08-29 19:00:00
2021-08-29 20:00:00,175.46,2021-08-29 20:00:00
2021-08-29 21:00:00,176.63,2021-08-29 21:00:00
2021-08-29 22:00:00,175.86,2021-08-29 22:00:00
2021-08-29 23:00:00,174.37,2021-08-29 23:00:00
2021-08-30 00:00:00,172.55,2021-08-30 00:00:00
2021-08-30 01:00:00,173.61,2021-08-30 01:00:00
2021-08-30 02:00:00,173.82,2021-08-30 02:00:00
2021-08-30 03:00:00,172.32,2021-08-30 03:00:00
2021-08-30 04:00:00,171.91,2021-08-30 04:00:00
2021-08-30 05:00:00,172.11,2021-08-30 05:00:00
2021-08-30 06:00:00,172.3,2021-08-30 06:00:00
2021-08-30 07:00:00,172.97,2021-08-30 07:00:00
2021-08-30 08:00:00,173.46,2021-08-30 08:00:00
2021-08-30 09:00:00,172.69,2021-08-30 09:00:00
2021-08-30 10:00:00,173.31,2021-08-30 10:00:00
2021-08-30 11:00:00,172.32,2021-08-30 11:00:00
2021-08-30 12:00:00,168.71,2021-08-30 12:00:00
2021-08-30 13:00:00,169.39,2021-08-30 13:00:00
2021-08-30 14:00:00,168.62,2021-08-30 14:00:00
2021-08-30 15:00:00,171.42,2021-08-30 15:00:00
2021-08-30 16:00:00,172.06,2021-08-30 16:00:00
2021-08-30 17:00:00,173.22,2021-08-30 17:00:00
2021-08-30 18:00:00,173.9,2021-08-30 18:00:00
2021-08-30 19:00:00,175.91,2021-08-30 19:00:00
2021-08-30 20:00:00,174.91,2021-08-30 20:00:00
2021-08-30 21:00:00,174.3,2021-08-30 21:00:00
2021-08-30 22:00:00,171.18,2021-08-30 22:00:00
2021-08-30 23:00:00,167.57,2021-08-30 23:00:00
